City_ID,City,Lat,Lng,Max Temp,Humidity,Pressure,Cloudiness,Wind Speed,Country,Date
254,salair,54.2312,85.7972,63.75,65.0,1007.0,100.0,5.44,RU,1718945363.0
255,horta,38.5333,-28.6333,65.01,87.0,1027.0,86.0,3.0,PT,1718945365.0
256,kingston,17.997,-76.7936,85.15,70.0,1013.0,100.0,11.5,JM,1718945237.0
257,cromwell,41.5951,-72.6454,78.3,81.0,1023.0,0.0,0.0,US,1718945367.0
258,gunjur,13.2019,-16.7339,78.87,83.0,1011.0,40.0,4.61,GM,1718945368.0
259,tuzlukcu,38.4778,31.6264,72.23,46.0,1015.0,0.0,10.65,TR,1718945369.0
260,tazovsky,67.4667,78.7,38.16,67.0,1004.0,51.0,6.29,RU,1718945370.0
261,yelizovo,53.1873,158.3805,48.34,81.0,1013.0,75.0,15.66,RU,1718945371.0
262,arvayheer,46.2639,102.775,53.4,32.0,1007.0,6.0,29.19,MN,1718945372.0
263,pullman,46.7313,-117.1796,75.43,55.0,1015.0,0.0,6.91,US,1718945373.0
264,kirakira,-10.4544,161.9205,83.97,76.0,1009.0,45.0,10.22,SB,1718945375.0
265,wenatchee,47.4235,-120.3103,77.29,35.0,1013.0,0.0,4.61,US,1718945332.0
266,jilin,43.0,126.0,84.6,45.0,1000.0,88.0,6.24,CN,1718945377.0
267,rio grande,-32.035,-52.0986,62.94,88.0,1018.0,100.0,17.05,BR,1718945271.0
268,matelandia,-25.2408,-53.9964,68.72,46.0,1013.0,94.0,7.63,BR,1718945379.0
269,ishikawa,26.4233,127.8214,90.34,78.0,1006.0,40.0,19.57,JP,1718945380.0
270,kupang,-10.1667,123.5833,93.78,52.0,1012.0,20.0,14.97,ID,1718945103.0
271,pedernales,18.0384,-71.744,82.63,71.0,1014.0,100.0,7.45,DO,1718945382.0
272,usinsk,65.9939,57.5281,55.17,89.0,993.0,100.0,7.36,RU,1718945384.0
273,ketchikan,55.3422,-131.6461,60.78,72.0,1018.0,0.0,11.5,US,1718945385.0
